Star,Gaia_ID,transit_depth(%) 
1,1841177816084707584,1.7403903685440747
2,1841177816084683648,6.1003994779136645
3,1841178129618984960,8.259499064318598
4,1841177717302124288,11.302802447499644
5,1841178232698201216,24.34951217270749
6,1841177682942388608,27.693707270804328
