config_file,CROWDSAP,FLFRCSAP 
TOI-5005_S65.ini,0.8439732571216229,0.7757845156992014
TOI-4479_S41.ini,0.6963196576178989,0.7491248575832503
HIP_87937_S80.ini,0.994824443021489,0.06672776575859568
TOI-283_S1.ini,0.9946212459933711,0.9209934962182842
